"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Christin Stewart","Tigers","112","483","425","102","21","2","18","56","59","48","121","6","1","1",".240",".322",".428",".750",".317","-4.4","-0.6","0.3","17714"
"Willi Castro","Tigers","39","168","154","39","8","2","3","18","16","9","37","2","4","1",".254",".302",".387",".688",".294","-0.3","0.1","0.3","17338"
"Isaac Paredes","Tigers","23","98","88","23","4","0","3","11","10","7","14","1","1","0",".259",".323",".408",".731",".313","0.1","0.0","0.3","sa920275"
"Matt Duffy","Rangers","32","140","125","35","6","1","2","16","13","12","22","2","2","1",".279",".348",".390",".738",".320","-0.4","-0.2","0.3","13836"
"Phillip Ervin","Reds","68","174","154","38","7","2","5","20","20","15","43","3","5","3",".243",".319",".416",".735",".313","0.1","0.1","0.3","14738"
"Willians Astudillo","Twins","15","59","55","16","3","0","2","7","8","2","3","1","0","0",".289",".319",".455",".774",".325","0.2","-0.1","0.3","15608"
"Luis Rengifo","Angels","24","105","94","23","4","1","2","12","10","9","21","1","2","2",".248",".320",".383",".703",".303","0.1","-0.2","0.3","19858"
"Dominic Smith","Mets","76","189","172","43","9","0","6","22","22","14","44","1","1","1",".248",".307",".416",".723",".306","-0.3","-0.2","0.3","15653"
"Tyler Heineman","","21","83","75","18","4","0","2","8","7","6","14","1","1","0",".244",".306",".365",".671",".290","0.5","0.1","0.3","13897"
"Michael Brosseau","Rays","21","91","83","21","4","0","3","10","10","6","20","2","1","1",".250",".308",".407",".715",".305","0.2","-0.1","0.2","19683"
"Ty France","Padres","37","81","72","19","4","0","3","10","10","5","16","3","0","0",".258",".327",".436",".763",".324","0.0","-0.2","0.2","17982"
"Albert Almora Jr.","Cubs","75","262","243","65","13","1","6","30","28","13","45","1","2","1",".266",".304",".405",".709",".298","-0.2","-0.3","0.2","14109"
"Pedro Severino","Orioles","73","288","261","62","11","0","9","30","32","21","61","3","2","1",".238",".300",".384",".684",".292","-1.6","-0.2","0.2","14523"
"Danny Mendick","White Sox","24","105","94","23","4","0","2","11","10","9","21","1","2","1",".241",".308",".366",".674",".291","0.7","0.0","0.2","18889"
"Luke Maile","Pirates","63","250","227","48","11","1","4","22","23","17","61","2","2","0",".211",".270",".324",".594",".258","1.2","0.2","0.2","13355"
"Garrett Hampson","Rockies","96","313","284","76","13","4","6","36","30","23","66","2","16","5",".268",".325",".400",".725",".310","0.2","1.5","0.2","19262"
"Donovan Solano","Giants","66","227","212","57","12","1","3","22","20","10","39","2","1","1",".270",".307",".370",".677",".291","0.4","-0.3","0.2","8623"
"Lane Thomas","Cardinals","78","216","195","46","8","2","7","24","25","17","59","2","5","3",".237",".302",".402",".704",".300","0.5","-0.2","0.2","16939"
"Ryan Mountcastle","Orioles","44","189","178","47","9","1","8","22","25","8","44","1","1","0",".266",".298",".449",".747",".312","0.4","0.1","0.2","sa874734"
"Jake Bauers","Indians","49","210","183","43","10","1","6","25","25","24","54","1","4","2",".234",".324",".403",".728",".313","0.0","0.2","0.2","15194"
"Ryan O'Hearn","Royals","107","462","408","94","22","2","19","52","57","46","122","3","1","0",".230",".311",".429",".740",".313","-0.6","-0.2","0.2","16442"
"Abraham Toro","Astros","16","70","62","15","3","1","2","9","8","6","14","1","1","0",".248",".322",".418",".739",".315","0.1","0.0","0.2","19844"
"Tim Locastro","Diamondbacks","47","143","127","32","7","1","2","17","13","8","26","7","6","1",".254",".329",".381",".710",".308","-0.3","0.8","0.2","15124"
"Derek Dietrich","Reds","36","74","64","16","3","0","3","9","9","6","18","3","0","0",".242",".332",".449",".781",".330","-0.1","0.0","0.2","10542"
"Josh Rojas","Diamondbacks","18","77","69","18","4","1","2","9","8","7","15","0","3","1",".263",".333",".426",".760",".323","0.4","0.0","0.2","19734"
"Ben Gamel","Brewers","58","144","128","33","7","1","3","17","14","14","35","1","2","1",".256",".331",".389",".719",".309","0.0","0.4","0.2","12160"
"Rob Brantly","","26","102","94","23","4","0","2","10","9","6","18","1","0","0",".244",".299",".357",".656",".281","0.2","-0.1","0.2","10655"
"Jake Cave","Twins","26","112","102","26","5","1","4","14","14","8","33","1","1","0",".257",".317",".436",".753",".318","-0.8","0.0","0.2","14477"
"Brandon Drury","Blue Jays","83","357","327","77","19","1","11","37","38","24","88","3","1","1",".236",".293",".395",".688",".292","-0.4","-0.3","0.2","11615"
"Nathaniel Lowe","Rays","13","56","49","13","2","0","2","7","7","6","13","0","0","0",".260",".343",".451",".795",".337","0.0","0.0","0.2","19566"
"Orlando Arcia","Brewers","62","206","188","47","8","1","5","20","22","15","41","1","4","2",".248",".303",".381",".684",".290","0.3","0.1","0.2","13185"
"Jake Fraley","Mariners","66","287","263","62","14","2","8","31","32","17","71","4","9","4",".237",".291",".399",".690",".291","0.3","0.0","0.2","19260"
"Ehire Adrianza","Twins","24","105","94","24","5","1","2","13","11","8","20","1","1","1",".256",".316",".393",".709",".302","-0.7","0.0","0.2","8418"
"Adeiny Hechavarria","Braves","47","163","151","39","7","1","3","17","18","9","30","1","2","1",".257",".300",".384",".684",".290","0.8","0.1","0.1","10459"
"Dawel Lugo","Tigers","49","210","199","52","9","2","4","21","21","7","36","1","2","1",".262",".290",".389",".679",".287","0.3","-0.2","0.1","14713"
"Rene Rivera","","13","51","47","10","1","0","2","5","6","3","16","1","0","0",".214",".272",".384",".655",".277","0.5","-0.1","0.1","3648"
"Neil Walker","","52","124","109","27","5","0","4","14","14","13","26","1","1","0",".243",".326",".396",".723",".310","-0.3","0.0","0.1","7539"
"Delino DeShields","Indians","47","203","178","41","8","1","3","24","15","20","52","1","11","3",".228",".308",".328",".637",".281","0.5","1.4","0.1","11379"
"Grayson Greiner","Tigers","45","179","162","35","6","1","4","17","18","14","51","1","1","0",".218",".281",".346",".627",".271","0.6","0.1","0.1","17062"
"Yolmer Sanchez","Giants","29","126","114","29","6","1","1","12","11","9","26","1","2","1",".251",".310",".366",".676",".291","0.2","-0.1","0.1","11602"
"Ildemaro Vargas","Diamondbacks","39","88","82","23","4","1","1","10","9","4","9","0","1","0",".277",".316",".400",".716",".305","0.0","0.0","0.1","13324"
"Hunter Pence","Giants","96","313","288","73","13","1","10","35","37","21","73","2","4","1",".252",".304",".407",".711",".302","-1.4","0.3","0.1","8252"
"Breyvic Valera","Padres","29","86","77","20","3","1","1","9","8","7","10","0","1","1",".258",".322",".374",".696",".300","0.0","-0.1","0.1","12758"
"Christian Arroyo","Indians","26","112","103","25","6","0","3","12","13","7","25","1","1","0",".248",".300",".395",".695",".295","0.1","0.0","0.1","16434"
"Jonathan Lucroy","Red Sox","16","64","58","15","3","0","1","7","7","5","10","1","0","0",".258",".321",".392",".713",".305","-0.3","-0.2","0.1","7870"
"Kevin Cron","Diamondbacks","13","36","32","8","2","0","2","5","6","3","10","0","0","0",".247",".319",".498",".816",".337","0.0","0.0","0.1","16211"
"Billy Hamilton","","34","147","133","31","5","2","1","16","9","12","34","0","10","2",".230",".294",".311",".605",".266","1.7","1.3","0.1","10199"
"Ke'Bryan Hayes","Pirates","11","49","44","11","3","0","1","5","5","4","9","0","1","0",".250",".313",".387",".701",".300","0.4","0.1","0.1","sa874730"
"Matt Reynolds","Royals","18","77","68","17","4","1","1","8","7","7","19","1","1","0",".242",".319",".374",".693",".299","-0.2","0.0","0.1","13788"
"Jonathan Davis","Blue Jays","28","119","105","23","5","1","3","13","11","9","31","3","3","1",".217",".298",".349",".647",".281","0.5","0.1","0.1","15104"
"Dom Nunez","Rockies","18","70","62","14","3","0","2","8","8","7","19","1","1","0",".220",".304",".389",".694",".296","0.3","0.0","0.1","15055"
"Billy McKinney","Blue Jays","29","126","113","26","6","1","5","15","15","10","31","1","1","1",".234",".302",".429",".732",".308","0.4","-0.2","0.1","15654"
"Brendan Rodgers","Rockies","11","49","45","12","2","0","2","6","6","3","10","1","0","0",".277",".327",".452",".779",".328","0.2","0.0","0.1","17907"
"Jonah Heim","Athletics","13","51","47","11","2","0","1","5","5","3","10","0","0","0",".228",".283",".343",".626",".270","0.4","0.0","0.1","sa737843"
"Ronald Guzman","Rangers","94","406","361","88","18","1","14","48","49","37","107","5","2","1",".244",".319",".419",".738",".313","2.3","-0.5","0.1","14388"
"Tomas Nido","Mets","42","166","156","35","7","0","4","15","17","8","38","1","0","0",".222",".261",".350",".610",".258","-0.5","-0.1","0.1","13755"
"Steven Duggar","Giants","68","294","265","64","14","2","5","30","26","25","84","2","5","4",".242",".308",".363",".672",".290","-1.4","-0.3","0.1","17719"
"Rylan Bannon","Orioles","21","91","81","19","4","0","2","10","9","8","19","1","1","1",".235",".306",".380",".685",".294","-0.1","-0.1","0.1","sa3004162"
"Luis Guillorme","Mets","21","79","70","17","3","0","1","8","6","7","13","0","1","0",".246",".321",".338",".659",".290","0.0","0.0","0.1","16451"
"Jung Ho Kang","","11","49","44","10","2","0","2","5","7","4","14","1","0","0",".230",".302",".441",".743",".313","-0.3","-0.1","0.1","17182"
"Andrew Knizner","Cardinals","11","45","41","11","2","0","1","5","5","3","7","1","0","0",".259",".315",".396",".711",".303","0.2","0.0","0.1","19514"
"Roman Quinn","Phillies","65","200","179","42","7","3","4","23","20","16","56","2","11","3",".237",".305",".379",".685",".294","-1.1","0.8","0.1","13546"
"Franchy Cordero","Padres","112","463","421","94","17","6","16","53","56","34","164","3","10","3",".223",".284",".402",".686",".290","1.0","1.3","0.1","14567"
"Eric Haase","Tigers","11","45","41","8","1","0","2","5","6","3","16","0","0","0",".205",".266",".404",".671",".282","0.2","0.0","0.1","14111"
"Yonder Alonso","","28","59","52","13","2","0","2","7","8","6","13","0","0","0",".245",".326",".424",".751",".318","0.0","-0.2","0.1","2530"
"Cole Tucker","Pirates","15","63","57","14","3","1","1","6","6","5","13","0","2","1",".241",".306",".366",".672",".289","0.1","0.0","0.1","17326"
"Travis Demeritte","Tigers","23","98","87","20","4","1","4","11","11","9","31","1","1","0",".228",".303",".419",".722",".306","-0.1","0.0","0.1","15958"
"Clint Frazier","Yankees","19","84","76","18","4","0","3","10","11","6","22","1","1","0",".243",".304",".444",".748",".313","-0.5","-0.1","0.1","15983"
"Josh VanMeter","Reds","18","57","51","13","3","0","2","7","7","5","13","0","1","1",".248",".321",".429",".750",".317","-0.1","0.0","0.1","15170"
"Dustin Pedroia","Red Sox","10","42","38","10","2","0","1","5","4","4","6","0","0","0",".265",".330",".371",".701",".304","0.2","-0.1","0.1","8370"
"Guillermo Heredia","Pirates","96","313","276","68","14","1","5","33","27","26","58","7","3","3",".248",".324",".365",".690",".300","-1.8","-0.3","0.1","18721"
"John Ryan Murphy","Pirates","13","51","47","10","2","0","2","5","5","3","14","0","0","0",".211",".266",".358",".624",".265","0.1","0.0","0.1","10346"
"Matt Wieters","Cardinals","40","160","145","33","6","0","6","15","20","13","35","1","1","1",".229",".294",".387",".680",".289","0.4","-0.4","0.1","4298"
"Jordy Mercer","Tigers","50","217","197","49","10","1","5","22","21","15","41","2","0","0",".247",".307",".384",".691",".292","-1.1","-0.1","0.1","6547"
"Raimel Tapia","Rockies","89","305","285","81","17","4","6","37","33","16","63","1","8","3",".283",".321",".431",".752",".317","-0.3","0.4","0.1","14350"
"Yairo Munoz","Cardinals","62","166","154","39","7","1","4","17","18","9","34","1","4","2",".254",".300",".386",".686",".291","-0.4","0.0","0.1","16313"
"Domingo Leyba","Diamondbacks","23","58","53","14","3","0","1","7","6","4","10","0","0","0",".254",".307",".406",".713",".302","-0.1","0.0","0.1","16404"
"Michael Lorenzen","Reds","10","42","39","9","2","0","2","5","9","3","8","0","0","0",".244",".306",".422",".728",".309","0.0","0.0","0.1","14843"
"Ben Zobrist","","37","161","141","37","7","1","3","19","16","17","23","1","1","0",".260",".341",".376",".717",".312","-0.9","-0.3","0.1","7435"
"Lonnie Chisenhall","","16","70","63","16","4","0","2","7","8","5","15","1","1","0",".257",".316",".419",".735",".311","-0.2","0.1","0.1","7571"
"Thairo Estrada","Yankees","15","63","59","15","3","0","2","7","7","3","12","1","1","0",".250",".292",".383",".675",".288","0.0","0.0","0.1","16426"
"Tim Beckham","","53","231","212","51","10","1","8","26","27","15","66","2","2","1",".239",".295",".417",".712",".301","-2.2","-0.4","0.1","7949"
"J.T. Riddle","Pirates","63","193","179","44","9","1","5","19","22","10","41","1","2","1",".244",".284",".393",".677",".284","0.2","-0.1","0.1","17642"
"Chris Herrmann","","10","38","34","7","1","0","1","4","4","4","12","0","0","0",".204",".293",".342",".634",".277","0.0","0.0","0.1","9284"
"LaMonte Wade","Twins","10","42","36","9","1","0","1","5","4","5","7","1","1","0",".246",".341",".366",".707",".310","-0.2","0.0","0.1","18126"
"Greg Bird","","19","84","72","16","4","0","4","10","11","10","22","1","0","0",".227",".323",".437",".760",".322","0.2","0.0","0.1","14131"
"Randy Arozarena","Rays","8","35","31","8","2","0","1","4","4","3","8","1","1","1",".249",".321",".401",".723",".309","-0.1","0.0","0.1","19290"
"Daulton Varsho","Diamondbacks","3","13","12","3","1","0","0","2","1","1","2","0","0","0",".267",".327",".438",".765",".324","-0.1","0.0","0.1","sa3002838"
"Cedric Mullins II","Orioles","15","63","57","14","3","0","1","7","6","4","12","0","2","1",".236",".291",".377",".668",".285","0.1","0.2","0.1","17929"
"Bradley Zimmer","Indians","8","35","31","7","1","0","1","4","4","3","12","0","1","0",".225",".301",".385",".686",".294","0.3","0.1","0.1","16221"
"Devon Travis","","21","91","85","22","5","0","2","10","10","4","16","1","1","1",".258",".296",".408",".705",".298","-0.8","0.0","0.0","13862"
"Harold Ramirez","Marlins","50","157","146","39","8","1","3","16","16","7","31","2","1","1",".266",".308",".397",".704",".299","-0.6","0.0","0.0","14387"
"Jared Walsh","Angels","8","35","31","7","2","0","1","4","5","3","11","0","0","0",".233",".301",".433",".733",".308","0.1","0.0","0.0","18607"
"Dwight Smith Jr.","Orioles","52","224","202","50","10","1","7","25","26","17","45","2","3","1",".250",".314",".410",".724",".308","-1.5","-0.1","0.0","13473"
"Bryan Holaday","Orioles","5","19","17","4","1","0","0","2","2","1","3","0","0","0",".240",".305",".377",".682",".290","0.2","-0.1","0.0","11287"
"Santiago Espinal","Blue Jays","11","49","45","11","2","0","1","5","4","3","8","0","1","1",".246",".294",".345",".639",".275","0.4","-0.1","0.0","sa918188"
"Erik Kratz","Yankees","3","13","12","3","0","0","0","1","1","1","3","0","0","0",".231",".287",".381",".668",".285","0.0","0.0","0.0","4403"
"Jake Cronenworth","Padres","5","21","19","5","1","0","0","2","2","2","4","0","0","0",".252",".320",".358",".678",".295","0.0","0.0","0.0","sa857694"
"David Freitas","Brewers","3","13","11","3","1","0","0","1","1","1","2","0","0","0",".258",".327",".386",".713",".307","-0.1","0.0","0.0","10619"
"Edwin Rios","Dodgers","16","30","27","6","1","0","1","4","4","2","11","0","0","0",".228",".283",".432",".715",".298","0.0","0.0","0.0","18316"
"Esteban Quiroz","Padres","5","21","18","4","1","0","1","3","2","2","5","0","0","0",".234",".320",".383",".703",".302","0.0","0.0","0.0","sa596560"
"Austin Wynns","Orioles","6","26","23","6","1","0","1","3","2","2","5","0","0","0",".241",".297",".350",".646",".280","0.1","0.0","0.0","15271"
"Daniel Johnson","Indians","8","35","32","8","2","0","1","4","4","2","9","0","1","0",".253",".308",".419",".727",".307","0.1","0.0","0.0","sa918018"
"Alex Jackson","Braves","8","32","29","6","1","0","1","3","4","2","11","1","0","0",".204",".269",".398",".667",".281","-0.1","0.0","0.0","17276"
"Zack Collins","White Sox","11","48","40","8","2","0","2","6","5","7","16","0","0","0",".206",".320",".380",".700",".303","-0.2","0.0","0.0","19181"
"Ryon Healy","Brewers","8","35","33","8","2","0","2","4","5","2","8","0","0","0",".259",".303",".469",".772",".322","-0.3","-0.1","0.0","15447"
"Daniel Descalso","Cubs","37","101","86","19","4","1","2","11","11","13","27","1","1","0",".216",".318",".360",".678",".296","-0.4","0.0","0.0","8392"
"Anthony Bemboom","Angels","8","32","29","6","1","0","1","3","3","2","8","0","0","0",".203",".267",".305",".572",".249","0.2","0.0","0.0","13854"
"Jaylin Davis","Giants","23","98","89","21","4","0","3","10","10","7","29","1","1","1",".233",".296",".396",".692",".294","0.4","0.0","0.0","19552"
"Kyle Farmer","Reds","13","52","48","11","3","0","1","5","6","3","12","1","1","0",".237",".290",".377",".667",".284","0.0","0.0","0.0","14813"
"Pablo Sandoval","Giants","23","58","53","13","3","0","2","6","7","4","13","0","0","0",".246",".297",".420",".717",".300","-0.3","-0.1","0.0","5409"
"Alex Kirilloff","Twins","5","21","20","5","1","0","1","2","2","1","4","0","0","0",".273",".315",".429",".744",".314","-0.1","0.0","0.0","sa917929"
"Andy Young","Diamondbacks","3","14","13","3","1","0","1","2","2","1","4","0","0","0",".237",".306",".419",".725",".308","0.0","0.0","0.0","sa919031"
"Kevan Smith","","3","13","12","3","1","0","0","1","1","1","2","0","0","0",".259",".311",".380",".691",".297","-0.1","0.0","0.0","12284"
"Chad Wallach","Marlins","3","13","11","2","1","0","0","1","1","1","4","0","0","0",".211",".289",".340",".630",".275","0.0","0.0","0.0","17161"
"Yu-Cheng Chang","Indians","16","70","63","14","3","0","2","8","7","5","20","1","1","0",".220",".287",".368",".655",".280","0.2","0.0","0.0","14773"
"Donnie Walton","Mariners","3","14","13","3","1","0","0","1","1","1","2","0","0","0",".241",".309",".346",".654",".286","0.0","0.0","0.0","19314"
"Aramis Garcia","Giants","5","19","18","4","1","0","1","2","2","1","6","0","0","0",".211",".265",".356",".621",".265","0.1","0.0","0.0","16925"
"Yonathan Daza","Rockies","21","51","48","14","3","0","1","6","5","2","8","0","1","1",".298",".333",".414",".747",".318","0.1","-0.1","0.0","15794"
"Jason Martin","Pirates","18","57","52","13","3","1","1","6","6","4","13","0","1","1",".249",".302",".406",".708",".300","0.1","-0.1","0.0","16429"
"Adam Engel","White Sox","37","161","146","32","6","1","3","17","15","10","47","3","4","2",".217",".279",".345",".624",".270","0.5","0.3","0.0","15082"
"Nick Williams","Phillies","8","19","17","4","1","0","1","2","3","1","6","0","0","0",".245",".299",".436",".735",".309","0.0","0.0","0.0","14330"
"Wyatt Mathisen","Diamondbacks","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".235",".320",".407",".728",".312","0.0","0.0","0.0","sa657937"
"Tim Lopes","Mariners","19","84","77","19","4","0","1","8","7","6","17","1","3","1",".248",".303",".349",".651",".282","0.3","0.0","0.0","14137"
"Robel Garcia","Cubs","3","14","13","3","0","0","1","2","2","1","5","0","0","0",".220",".292",".422",".714",".301","0.0","0.0","0.0","13167"
"Luis Torrens","Padres","3","13","12","3","1","0","0","1","1","1","3","0","0","0",".238",".296",".363",".659",".283","0.0","0.0","0.0","15905"
"Deivy Grullon","Phillies","3","13","12","3","1","0","1","1","2","1","4","0","0","0",".231",".293",".417",".711",".300","-0.2","0.0","0.0","15988"
"Taylor Ward","Angels","3","14","12","3","1","0","0","2","2","1","4","0","0","0",".238",".321",".399",".720",".309","-0.1","0.0","0.0","17548"
"Juan Lagares","","34","127","116","28","6","1","2","14","11","8","30","1","2","1",".238",".296",".355",".651",".277","0.5","0.1","0.0","5384"
"Andrew Velazquez","Orioles","31","133","124","29","6","1","3","14","13","7","36","1","4","2",".234",".281",".367",".648",".277","0.2","0.0","0.0","14196"
"Cheslor Cuthbert","","5","21","19","5","1","0","1","2","2","1","5","0","0","0",".241",".297",".404",".701",".297","-0.1","0.0","0.0","10473"
"Welington Castillo","Nationals","10","38","35","9","2","0","1","4","6","2","11","0","0","0",".244",".294",".419",".713",".301","-0.2","-0.1","0.0","3256"
"Hernan Perez","","3","14","13","3","1","0","0","2","2","1","3","0","0","0",".253",".293",".407",".699",".295","-0.1","0.0","0.0","5751"
"Dylan Moore","Mariners","11","49","44","9","2","0","1","5","5","4","13","1","2","1",".213",".288",".351",".639",".276","-0.1","0.0","0.0","18042"
"Nick Martini","","6","16","14","3","1","0","0","2","1","2","3","0","0","0",".250",".335",".360",".695",".304","0.0","0.0","0.0","12005"
"Logan Morrison","","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".241",".320",".485",".805",".335","0.0","0.0","0.0","9205"
"Chris Iannetta","Yankees","13","51","44","9","2","0","2","6","6","6","16","1","0","0",".199",".300",".362",".662",".283","-0.6","-0.2","0.0","8267"
"Abraham Almonte","","3","14","12","3","1","0","0","2","1","2","3","0","0","0",".229",".315",".396",".711",".304","-0.2","0.0","0.0","5486"
"Matt Adams","Mets","5","13","12","3","1","0","1","2","2","1","4","0","0","0",".222",".281",".445",".726",".301","0.0","0.0","0.0","9393"
"Scott Heineman","Rangers","29","126","114","29","6","1","3","14","13","9","32","2","3","2",".252",".316",".395",".712",".305","0.2","-0.3","0.0","14453"
"Edmundo Sosa","Cardinals","5","21","20","5","1","0","0","2","2","1","4","0","0","0",".247",".287",".371",".658",".280","0.0","0.0","0.0","17022"
"Cristian Pache","Braves","6","28","26","6","1","0","1","3","3","2","7","0","0","0",".247",".293",".398",".691",".292","0.2","-0.1","0.0","sa916722"
"Bobby Bradley","Indians","5","21","19","4","1","0","1","3","3","2","7","0","0","0",".226",".292",".450",".742",".309","0.1","0.0","0.0","17278"
"Mike Freeman","Indians","5","21","19","4","1","0","0","2","2","2","6","0","0","0",".237",".307",".334",".640",".280","0.1","0.0","0.0","11241"
"Brent Rooker","Twins","3","14","13","3","1","0","1","2","2","1","5","0","0","0",".229",".303",".427",".730",".308","-0.1","0.0","0.0","sa3003172"
"Jack Mayfield","Astros","2","7","6","2","0","0","0","1","1","0","2","0","0","0",".232",".278",".404",".682",".287","0.0","0.0","0.0","15402"
"Cesar Puello","Red Sox","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".247",".332",".381",".713",".309","0.0","0.0","0.0","7216"
"Vimael Machin","Athletics","2","7","6","1","0","0","0","1","1","1","1","0","0","0",".239",".318",".341",".659",".286","0.0","0.0","0.0","sa602488"
"Tres Barrera","Nationals","2","6","6","1","0","0","0","1","1","0","1","0","0","0",".234",".294",".363",".657",".283","0.0","0.0","0.0","19977"
"Kelvin Gutierrez","Royals","6","28","26","6","1","0","1","3","3","2","7","0","1","0",".247",".301",".363",".664",".286","0.2","0.0","0.0","17468"
"Ronny Rodriguez","Brewers","3","14","13","3","1","0","1","2","2","1","3","0","0","0",".246",".278",".427",".705",".294","0.0","0.0","0.0","11875"
"Nicky Delmonico","White Sox","3","14","12","3","1","0","0","2","2","1","4","0","0","0",".232",".312",".410",".722",".307","-0.1","0.0","0.0","13157"
"Nick Gordon","Twins","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".251",".295",".362",".656",".282","0.0","0.0","0.0","sa828662"
"Meibrys Viloria","Royals","23","90","81","19","4","0","1","8","8","6","22","1","0","0",".233",".291",".341",".632",".274","0.4","0.0","0.0","17109"
"Brandon Dixon","Tigers","3","14","13","3","1","0","0","1","2","1","4","0","0","0",".235",".280",".408",".688",".289","-0.1","0.0","0.0","15214"
"Beau Taylor","","3","13","11","2","1","0","0","1","1","1","4","0","0","0",".209",".304",".327",".631",".277","0.0","0.0","0.0","12384"
"Austin Dean","Cardinals","2","7","6","2","0","0","0","1","1","0","1","0","0","0",".266",".318",".438",".755",".318","-0.1","0.0","0.0","18288"
"Yangervis Solarte","","3","14","13","3","1","0","0","2","2","1","2","0","0","0",".253",".305",".413",".718",".303","-0.1","0.0","0.0","5352"
"Raudy Read","Nationals","2","6","6","1","0","0","0","1","1","0","1","0","0","0",".246",".285",".408",".694",".290","0.0","0.0","0.0","15766"
"Mac Williamson","Nationals","3","14","13","3","1","0","1","2","2","1","4","0","0","0",".237",".306",".428",".734",".310","0.0","0.0","0.0","14158"
"Seby Zavala","White Sox","3","13","12","2","0","0","0","1","1","1","5","0","0","0",".204",".261",".356",".617",".264","0.0","0.0","0.0","18887"
"Alex Blandino","Reds","5","21","18","4","1","0","0","2","2","2","6","1","0","0",".216",".322",".346",".668",".295","-0.1","0.0","0.0","16271"
"Bobby Dalbec","Red Sox","13","56","50","11","2","0","2","7","7","5","18","1","0","0",".229",".308",".426",".733",".309","0.0","-0.1","0.0","sa857701"
"Eric Filia","Mariners","3","14","12","3","1","0","0","1","1","1","2","0","0","0",".258",".332",".356",".688",".298","-0.1","0.0","0.0","sa827359"
"Christian Lopes","Marlins","2","7","6","1","0","0","0","1","1","1","1","0","0","0",".234",".311",".355",".666",".290","0.0","0.0","0.0","sa601044"
"Rangel Ravelo","Cardinals","2","7","6","2","0","0","0","1","1","1","1","0","0","0",".261",".325",".408",".733",".313","0.0","0.0","0.0","10839"
"Tzu-Wei Lin","Red Sox","6","28","26","6","1","0","0","3","2","2","7","0","1","0",".243",".299",".350",".649",".281","0.1","0.0","0.0","14678"
"Logan Forsythe","Phillies","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".230",".323",".357",".680",".298","0.0","0.0","0.0","7185"
"Josh Phegley","","5","19","18","4","1","0","1","2","3","1","4","0","0","0",".234",".288",".394",".682",".289","-0.2","0.0","0.0","9308"
"Dustin Fowler","Athletics","2","7","7","2","0","0","0","1","1","0","2","0","0","0",".244",".283",".396",".679",".286","0.0","0.0","0.0","17098"
"Luke Raley","Dodgers","6","28","26","6","1","0","1","3","3","1","8","1","0","0",".239",".296",".401",".696",".295","0.0","0.0","0.0","sa918048"
"Mark Mathias","Brewers","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".229",".301",".360",".661",".286","0.0","0.0","0.0","sa875006"
"Daz Cameron","Tigers","3","14","12","3","1","0","0","1","1","1","4","0","0","0",".221",".297",".364",".662",".286","0.0","0.0","0.0","sa874736"
"Joe Hudson","","3","13","12","2","0","0","0","1","1","1","4","0","0","0",".185",".253",".299",".553",".242","0.2","0.0","0.0","14412"
"Brian O'Grady","Rays","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".209",".287",".393",".680",".288","0.0","0.0","0.0","16729"
"Ryan McBroom","Royals","45","196","178","44","9","0","6","22","21","14","51","2","1","1",".249",".309",".403",".711",".302","0.2","-0.2","0.0","16524"
"Kean Wong","Giants","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".252",".303",".357",".660",".284","0.0","0.0","0.0","15994"
"Wilmer Difo","Nationals","2","7","6","2","0","0","0","1","1","1","1","0","0","0",".246",".308",".351",".659",".283","0.0","0.0","0.0","14320"
"Pat Valaika","","2","7","7","1","0","0","0","1","1","0","2","0","0","0",".222",".266",".394",".660",".277","0.0","0.0","0.0","14885"
"Michael A. Taylor","Nationals","53","151","138","32","8","1","4","17","16","11","48","1","6","2",".232",".291",".387",".679",".287","0.5","0.5","0.0","11489"
"Sean Rodriguez","Marlins","5","21","18","4","1","0","1","2","2","2","7","0","0","0",".198",".294",".360",".654",".283","0.0","0.0","0.0","6589"
"Cristhian Adames","Giants","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".233",".294",".351",".645",".278","-0.1","0.0","0.0","6013"
"Skye Bolt","Athletics","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".208",".274",".344",".619",".266","0.0","0.0","0.0","17723"
"John Hicks","Diamondbacks","5","19","18","4","1","0","1","2","2","1","6","0","0","0",".232",".274",".389",".663",".280","0.0","0.0","0.0","12547"
"Eduardo Nunez","","5","21","20","5","1","0","0","2","2","1","3","0","1","0",".257",".287",".385",".671",".284","-0.2","0.0","0.0","6848"
"Drew Waters","Braves","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000","0.0","0.0","0.0","sa3004378"
"Seth Beer","Diamondbacks","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000","0.0","0.0","0.0","sa3006658"
